class_tree,enum,label,is_valid,available_planets
1.526.571.572.574,petrochem_fuel_solid_unknown,Unknown Solid Petrochem Fuel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.572.575,fuel_petrochem_solid_known,Known Solid Petrochem Fuel,FALSE,{}
1.526.571.572.575.576,petrochem_fuel_solid_type1,Class 1 Solid Petro Fuel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.572.575.577,petrochem_fuel_solid_type2,Class 2 Solid Petro Fuel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.572.575.578,petrochem_fuel_solid_type3,Class 3 Solid Petro Fuel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.572.575.579,petrochem_fuel_solid_type4,Class 4 Solid Petro Fuel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.572.575.580,petrochem_fuel_solid_type5,Class 5 Solid Petro Fuel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.572.575.581,petrochem_fuel_solid_type6,Class 6 Solid Petro Fuel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.572.575.582,petrochem_fuel_solid_type7,Class 7 Solid Petro Fuel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.572.575.583,petrochem_fuel_solid_mustafar,Mustafarian Solid Petro Fuel,TRUE,{mustafar}
1.526.571.584,radioactive,Radioactive,FALSE,{}
1.526.571.584.585,combined_radioactive_isotpopes,Combined Radioactive Isotopes,FALSE,{}
1.526.571.584.586,radioactive_unknown,Unknown Radioactive,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.584.587,radioactive_known,Known Radioactive,FALSE,{}
1.526.571.584.587.588,radioactive_type1,Class 1 Radioactive,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.584.587.589,radioactive_type2,Class 2 Radioactive,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.584.587.590,radioactive_type3,Class 3 Radioactive,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.584.587.591,radioactive_type4,Class 4 Radioactive,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.584.587.592,radioactive_type5,Class 5 Radioactive,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.584.587.593,radioactive_type6,Class 6 Radioactive,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.584.587.594,radioactive_type7,Class 7 Radioactive,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.584.587.595,radioactive_mustafar,Mustafarian Radioactive,TRUE,{mustafar}
1.526.571.584.587.596,radioactive_polymetric,High Grade Polymetric Radioactive,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597,metal,Metal,FALSE,{}
1.526.571.597.598,metal_ferrous,Ferrous Metal,FALSE,{}
1.526.571.597.598.599,smelted_metal_ferrous_unknown,Smelted Ferrous Metal,FALSE,{}
1.526.571.597.598.600,metal_ferrous_unknown,Unknown Ferrous Metal,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601,steel,Steel,FALSE,{}
1.526.571.597.598.601.602,steel_smelted,Smelted Steel,FALSE,{}
1.526.571.597.598.601.603,steel_rhodium,Rhodium Steel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601.604,steel_kiirium,Kiirium Steel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601.605,steel_cubirian,Cubirian Steel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601.606,steel_thoranium,Thoranium Steel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601.607,steel_neutronium,Neutronium Steel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601.608,steel_duranium,Duranium Steel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601.609,steel_ditanium,Ditanium Steel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601.610,steel_quadranium,Quadranium Steel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601.611,steel_carbonite,Carbonite Steel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601.612,steel_arveshian,Hardened Arveshium Steel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601.613,steel_bicorbantium,Crystallized Bicorbantium Steel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601.614,steel_duralloy,Duralloy Steel,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.601.615,steel_mustafar,Mustafarian Steel,TRUE,{mustafar}
1.526.571.597.598.616,iron,Iron,FALSE,{}
1.526.571.597.598.616.617,iron_smelted,Smelted Iron,FALSE,{}
1.526.571.597.598.616.618,iron_plumbum,Plumbum Iron,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.616.619,iron_polonium,Polonium Iron,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.616.620,iron_axidite,Axidite Iron,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.616.621,iron_bronzium,Bronzium Iron,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.616.622,iron_colat,Colat Iron,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.616.623,iron_dolovite,Dolovite Iron,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.616.624,iron_doonium,Doonium Iron,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.616.625,iron_kammris,Kammris Iron,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.598.616.626,iron_mustafar,Mustafarian Iron,TRUE,{mustafar}
1.526.571.597.627,metal_nonferrous,Non-Ferrous Metal,FALSE,{}
1.526.571.597.627.628,smelted_metal_nonferrous_unknown,Smelted Non-Ferrous Metal,FALSE,{}
1.526.571.597.627.629,metal_nonferrous_unknown,Unknown Non-Ferrous Metal,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.630,aluminum,Aluminum,FALSE,{}
1.526.571.597.627.630.631,aluminum_smelted,Smelted Aluminum,FALSE,{}
1.526.571.597.627.630.632,aluminum_titanium,Titanium Aluminum,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.630.633,aluminum_agrinium,Agrinium Aluminum,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.630.634,aluminum_chromium,Chromium Aluminum,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.630.635,aluminum_duralumin,Duralumin Aluminum,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.630.636,aluminum_linksteel,Link-Steel Aluminum,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.630.637,aluminum_perovskitic,Perovskitic Aluminum,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.630.638,aluminum_phrik,Phrik Aluminum,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.630.639,aluminum_mustafar,Mustafarian Aluminum,TRUE,{mustafar}
1.526.571.597.627.640,copper,Copper,FALSE,{}
1.526.571.597.627.640.641,copper_smelted,Smelted Copper,FALSE,{}
1.526.571.597.627.640.642,copper_desh,Desh Copper,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.640.643,copper_thallium,Thallium Copper,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.640.644,copper_beyrllius,Beyrllius Copper,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.640.645,copper_codoan,Codoan Copper,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.640.646,copper_diatium,Diatium Copper,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.640.647,copper_kelsh,Kelsh Copper,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.640.648,copper_mythra,Mythra Copper,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.640.649,copper_platinite,Platinite Copper,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.640.650,copper_polysteel,Polysteel Copper,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.640.651,copper_borocarbitic,Conductive Borcarbitic Copper,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.597.627.640.652,copper_mustafar,Mustafarian Copper,TRUE,{mustafar}
1.526.571.653,ore,Low-Grade Ore,FALSE,{}
1.526.571.653.654,ore_igneous,Igneous Ore,FALSE,{}
1.526.571.653.654.655,ore_extrusive_low_grade,Low Grade Ore (igneous),FALSE,{}
1.526.571.653.654.656,ore_igneous_unknown,Unknown Igneous Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.657,ore_extrusive,Extrusive Ore,FALSE,{}
1.526.571.653.654.657.658,ore_extrusive_bene,Bene Extrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.657.659,ore_extrusive_chronamite,Chronamite Extrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.657.660,ore_extrusive_ilimium,Ilimium Extrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.657.661,ore_extrusive_kalonterium,Kalonterium Extrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.657.662,ore_extrusive_keschel,Keschel Extrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.657.663,ore_extrusive_lidium,Lidium Extrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.657.664,ore_extrusive_maranium,Maranium Extrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.657.665,ore_extrusive_pholokite,Pholokite Extrusive Ore,TRUE,{lok}
1.526.571.653.654.657.666,ore_extrusive_quadrenium,Quadrenium Extrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.657.667,ore_extrusive_vintrium,Vintrium Extrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.657.668,ore_extrusive_mustafar,Mustafarian Extrusive Ore,TRUE,{mustafar}
1.526.571.653.654.669,ore_intrusive,Intrusive Ore,FALSE,{}
1.526.571.653.654.669.670,ore_intrusive_berubium,Berubium Intrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.669.671,ore_intrusive_chanlon,Chanlon Intrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.669.672,ore_intrusive_corintium,Corintium Intrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.669.673,ore_intrusive_derillium,Derillium Intrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.669.674,ore_intrusive_oridium,Oridium Intrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.669.675,ore_intrusive_dylinium,Dylinium Intrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.669.676,ore_intrusive_hollinium,Hollinium Intrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.669.677,ore_intrusive_ionite,Ionite Intrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.669.678,ore_intrusive_katrium,Katrium Intrusive Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.654.669.679,ore_intrusive_mustafar,Mustafarian Intrusive Ore,TRUE,{mustafar}
1.526.571.653.680,ore_sedimentary,Sedimentary Ore,FALSE,{}
1.526.571.653.680.681,ore_carbonate_low_grade,Low Grade Ore (sedimentary),FALSE,{}
1.526.571.653.680.682,ore_sedimentary_unknown,Unknown Sedimentary Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.683,ore_carbonate,Carbonate Ore,FALSE,{}
1.526.571.653.680.683.684,ore_carbonate_alantium,Alantium Carbonate Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.683.685,ore_carbonate_barthierium,Barthierium Carbonate Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.683.686,ore_carbonate_chromite,Chromite Carbonate Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.683.687,ore_carbonate_frasium,Frasium Carbonate Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.683.688,ore_carbonate_lommite,Lommite Carbonate Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.683.689,ore_carbonate_ostrine,Ostrine Carbonate Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.683.690,ore_carbonate_varium,Varium Carbonate Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.683.691,ore_carbonate_zinsiam,Zinsiam Carbonate Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.692,ore_siliclastic,Siliclastic Ore,FALSE,{}
1.526.571.653.680.692.693,ore_siliclastic_low_grade,Low Grade Ore (siliclastic),FALSE,{}
1.526.571.653.680.692.694,ore_siliclastic_ardanium,Ardanium Siliclastic Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.692.695,ore_siliclastic_cortosis,Cortosis Siliclastic Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.692.696,ore_siliclastic_crism,Crism Siliclastic Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.692.697,ore_siliclastic_malab,Malab Siliclastic Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.692.698,ore_siliclastic_robindun,Robindun Siliclastic Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.692.699,ore_siliclastic_fermionic,Fermionic Siliclastic Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.653.680.692.700,ore_siliclastic_tertian,Tertian Siliclastic Ore,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701,gemstone,Gemstone,FALSE,{}
1.526.571.701.702,gemstone_mixed_low_quality,Low Quality Gemstones,FALSE,{}
1.526.571.701.703,gemstone_unknown,Unknown Gem Type,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.704,gemstone_armophous,Amorphous Gemstone,FALSE,{}
1.526.571.701.704.705,armophous_bospridium,Bospridium Amorphous Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.704.706,armophous_baradium,Baradium Amorphous Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.704.707,armophous_regvis,Regvis Amorphous Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.704.708,armophous_plexite,Plexite Amorphous Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.704.709,armophous_rudic,Rudic Amorphous Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.704.710,armophous_ryll,Ryll Amorphous Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.704.711,armophous_sedrellium,Sedrellium Amorphous Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.704.712,armophous_stygium,Stygium Amorphous Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.704.713,armophous_vendusii,Vendusii Crystal Amorphous Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.704.714,armophous_baltaran,Bal'ta'ran Crystal Amorphous Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.704.715,armophous_mustafar_1,Mustafarian Type 1 Crystal Amorphous Gem,TRUE,{mustafar}
1.526.571.701.704.716,armophous_mustafar_2,Mustafarian Type 2 Crystal Amorphous Gem,TRUE,{mustafar}
1.526.571.701.717,gemstone_crystalline,Crystalline Gemstone,FALSE,{}
1.526.571.701.717.718,crystalline_byrothsis,Byrothsis Crystalline Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.717.719,crystalline_gallinorian,Gallinorian Rainbow Gem Crystalline Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.717.720,crystalline_green_diamond,Green Diamond Crystalline Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.717.721,crystalline_kerol_firegem,Kerol Fire-Gem Crystalline Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.717.722,crystalline_seafah_jewel,Seafah Jewel Crystalline Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.717.723,crystalline_sormahil_firegem,Sormahil Fire Gem Crystalline Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.717.724,crystalline_laboi_mineral_crystal,Laboi Mineral Crystal Crystalline Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.717.725,crystalline_vertex,Vertex Crystalline Gemstone,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.571.701.717.726,crystalline_mustafar_1,Mustafarian Type 1 Crystalline Gem,TRUE,{mustafar}
1.526.571.701.717.727,crystalline_mustafar_2,Mustafarian Type 2 Crystalline Gem,TRUE,{mustafar}
1.526.728,gas,Gas,FALSE,{}
1.526.728.729,gas_reactive,Reactive Gas,FALSE,{}
1.526.728.729.730,gas_reactive_unknown,Unknown Reactive Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.729.731,gas_reactive_known,Known Reactive Gas,FALSE,{}
1.526.728.729.731.732,gas_reactive_mixed,Mixed Reactive Gas,FALSE,{}
1.526.728.729.731.733,gas_reactive_eleton,Eleton Reactive Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.729.731.734,gas_reactive_irolunn,Irolunn Reactive Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.729.731.735,gas_reactive_methane,Methane Reactive Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.729.731.736,gas_reactive_orveth,Orveth Reactive Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.729.731.737,gas_reactive_sig,Sig Reactive Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.729.731.738,gas_reactive_skevon,Skevon Reactive Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.729.731.739,gas_reactive_organometallic,Unstable Organometallic Reactive Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.729.731.740,gas_reactive_tolium,Tolium Reactive Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.729.731.741,gas_reactive_mustafar,Mustafarian Reactive Gas,TRUE,{mustafar}
1.526.728.742,gas_inert,Inert Gas,FALSE,{}
1.526.728.742.743,gas_inert_unknown,Unknown Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744,gas_inert_known,Known Inert Gas,FALSE,{}
1.526.728.742.744.745,gas_inert_mixed,Mixed Inert Gas,FALSE,{}
1.526.728.742.744.746,gas_inert_hydron3,Hydron-3 Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744.747,gas_inert_malium,Malium Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744.748,gas_inert_bilal,Bilal gas Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744.749,gas_inert_corthel,Corthel Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744.750,gas_inert_culsion,Culsion Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744.751,gas_inert_dioxis,Dioxis Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744.752,gas_inert_hurlothrombic,Hurlothrombic Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744.753,gas_inert_kaylon,Kaylon Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744.754,gas_inert_korfaise,Korfaise Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744.755,gas_inert_methanagen,Methanagen Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744.756,gas_inert_mirth,Mirth Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744.757,gas_inert_obah,Obah Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.526.728.742.744.758,gas_inert_rethin,Rethin Inert Gas,TRUE,"{corellia,dantooine,dathomir,endor,lok,naboo,rori,tatooine,talus,yavin}"
1.759,energy,Energy,FALSE,{}
1.759.760,energy_renewable,Renewable energy,FALSE,{}
1.759.760.761,energy_renewable_site_limited,Site-Restricted Renewable Energy,FALSE,{}
1.759.760.761.762,energy_renewable_site_limited_tidal,Tidal Energy,FALSE,{}
1.759.760.761.762.763,energy_renewable_site_limited_tidal_weak,Weak Tidal Renewable Energy,FALSE,{}
1.759.760.761.762.764,energy_renewable_site_limited_tidal_corellia,Corellian Tidal Renewable Energy,TRUE,{corellia}
1.759.760.761.762.765,energy_renewable_site_limited_tidal_dathomir,Dathomirian Tidal Renewable Energy,TRUE,{dathomir}
1.759.760.761.762.766,energy_renewable_site_limited_tidal_dantooine,Dantooine Tidal Renewable Energy,TRUE,{dantooine}
1.759.760.761.762.767,energy_renewable_site_limited_tidal_endor,Endor Tidal Renewable Energy,TRUE,{endor}
1.759.760.761.762.768,energy_renewable_site_limited_tidal_lok,Lokian Tidal Renewable Energy,TRUE,{lok}
1.759.760.761.762.769,energy_renewable_site_limited_tidal_naboo,Naboo Tidal Renewable Energy,TRUE,{naboo}
1.759.760.761.762.770,energy_renewable_site_limited_tidal_rori,Rori Tidal Renewable Energy,TRUE,{rori}
1.759.760.761.762.771,energy_renewable_site_limited_tidal_talus,Talusian Tidal Renewable Energy,TRUE,{talus}
