id,class_tree,name,planet,res_weight_rating,res_quality,res_quality_rating,res_decay_resist,res_decay_resist_rating,res_flavor,res_flavor_rating,res_potential_energy,res_potential_energy_rating,res_malleability,res_malleability_rating,res_toughness,res_toughness_rating,res_shock_resistance,res_shock_resistance_rating,res_cold_resist,res_cold_resist_rating,res_heat_resist,res_heat_resist_rating,res_conductivity,res_conductivity_rating,entangle_resistance,entangle_resistance_rating,is_active,date_reported,date_inactive,last_modified,server_id,notes,reporter_id,last_updated_by,waypoints
203,1.2.276.277.278.361.375.378,Moho,{Dathomir},0.461,879,0.879,609,0.609,349,0.349,4,0.006,,,,,,,,,,,,,,,FALSE,2026-01-01 19:58:46.141867+00,,2026-01-11 17:01:58.537064+00,cuemu,,1.5035E+17,,
204,1.526.557.561,Oulyoca,{Dathomir},0.582,735,0.735,429,0.429,,,,,,,,,,,,,,,,,,,FALSE,2026-01-01 19:55:57.886793+00,,2026-01-07 21:21:47.901445+00,cuemu,,1.5035E+17,,
205,1.759.760.801.802.806,Sreste,{Dathomir},0.503,500,1,,,,,3,0.007,,,,,,,,,,,,,,,FALSE,2026-01-01 19:55:16.682025+00,,2026-01-07 21:21:14.876736+00,cuemu,,1.5035E+17,,
206,1.526.571.597.598.616.619,Nosaeiam,{Endor},0.693,301,0.301,405,0.808,,,,,83,0.48,524,0.914,496,0.866,136,0.589,570,0.885,101,0.701,,,FALSE,2026-01-01 19:41:49.839085+00,,2026-01-07 22:09:37.917705+00,cuemu,,1.5035E+17,,
207,1.2.276.277.278.334.335.338,Fosrodoi,{Dathomir},0.373,182,0.182,656,0.656,194,0.277,376,0.376,,,,,,,,,,,,,,,FALSE,2026-01-01 19:57:59.578451+00,,2026-01-05 02:47:19.993959+00,cuemu,,1.5035E+17,,
208,1.2.276.484.485.500.504,Balasti,{Endor},0.412,74,0.074,157,0.262,,,,,892,0.892,30,0.1,292,0.73,,,,,,,,,FALSE,2026-01-01 19:49:29.034575+00,,2026-01-16 09:43:06.204682+00,cuemu,,1.5035E+17,,
209,1.2.276.277.278.334.348.351,Tomifa,{Dathomir},0.599,796,0.796,428,0.428,479,0.479,486,0.694,,,,,,,,,,,,,,,FALSE,2026-01-01 19:56:49.408168+00,,2026-01-16 04:43:00.520057+00,cuemu,,1.5035E+17,,
210,1.2.276.277.278.280.294.297,Krehosa,{Dathomir},0.335,157,0.157,574,0.574,323,0.323,200,0.286,,,,,,,,,,,,,,,TRUE,2026-01-01 19:57:34.805603+00,,2026-01-01 20:03:56.402231+00,cuemu,,1.5035E+17,,
211,1.2.276.277.278.361.362.365,Rxagi,{Dathomir},0.341,60,0.06,100,0.1,421,0.601,602,0.602,,,,,,,,,,,,,,,FALSE,2026-01-01 19:59:13.671513+00,,2026-01-05 02:47:27.198073+00,cuemu,,1.5035E+17,,
212,1.2.276.277.388.389.430.433,Fife,{Dathomir},0.376,236,0.236,121,0.121,511,0.511,637,0.637,,,,,,,,,,,,,,,FALSE,2026-01-01 20:00:23.503082+00,,2026-01-13 23:14:35.27748+00,cuemu,,1.5035E+17,,
213,1.2.276.277.388.443.445.449,Temi,{Endor},0.358,714,0.714,179,0.179,447,0.447,93,0.093,,,,,,,,,,,,,,,FALSE,2026-01-01 19:47:20.991049+00,,2026-01-11 17:22:13.535829+00,cuemu,,1.5035E+17,,
214,1.2.276.277.388.389.404.408,Lena,{Endor},0.35,683,0.683,282,0.282,102,0.102,333,0.333,,,,,,,,,,,,,,,FALSE,2026-01-01 19:48:12.919346+00,,2026-01-05 03:20:45.443375+00,cuemu,,1.5035E+17,,
215,1.2.276.277.388.389.404.407,Nota,{Dathomir},0.386,734,0.734,150,0.15,88,0.088,572,0.572,,,,,,,,,,,,,,,TRUE,2026-01-01 19:59:36.961534+00,,2026-01-01 20:04:03.346567+00,cuemu,,1.5035E+17,,
216,1.2.276.277.278.307.321.324,Bloawo,{Dathomir},0.473,212,0.212,153,0.153,880,0.88,453,0.647,,,,,,,,,,,,,,,FALSE,2026-01-01 19:58:23.039964+00,,2026-01-13 23:10:38.656583+00,cuemu,,1.5035E+17,,
217,1.526.571.597.598.601.612,Kovou,"{Endor,Dathomir}",0.425,358,0.358,614,0.614,,,,,153,0.153,435,0.435,365,0.365,53,0.053,841,0.841,580,0.58,,,FALSE,2026-01-01 19:51:27.75107+00,,2026-01-16 04:33:42.64829+00,cuemu,,1.5035E+17,,
218,1.2.276.277.278.280.281.284,Arai,{Dathomir},0.322,559,0.559,265,0.265,22,0.031,431,0.431,,,,,,,,,,,,,,,FALSE,2026-01-01 19:56:22.072524+00,,2026-01-11 17:00:54.532136+00,cuemu,,1.5035E+17,,
219,1.2.276.277.388.389.391.394,Tooge,{Dathomir},0.437,69,0.069,298,0.298,859,0.859,523,0.523,,,,,,,,,,,,,,,FALSE,2026-01-01 20:00:46.7603+00,,2026-01-09 23:31:47.790116+00,cuemu,,1.5035E+17,,
220,1.2.276.277.388.443.445.448,Tsipoa,{Dathomir},0.308,23,0.023,679,0.679,8,0.008,523,0.523,,,,,,,,,,,,,,,FALSE,2026-01-01 20:01:32.15555+00,,2026-01-09 23:31:19.812081+00,cuemu,,1.5035E+17,,
221,1.2.276.484.485.500.503,Viogega,{Dathomir},0.443,534,0.534,349,0.582,,,,,688,0.688,19,0.063,139,0.347,,,,,,,,,FALSE,2026-01-01 20:02:33.967333+00,,2026-01-05 02:47:11.710662+00,cuemu,,1.5035E+17,,
222,1.2.276.484.485.487.490,Cesteo,{Dathomir},0.542,520,0.52,550,0.688,,,,,669,0.836,11,0.014,457,0.653,,,,,,,,,TRUE,2026-01-01 20:03:23.761804+00,,2026-01-01 20:04:17.718755+00,cuemu,,1.5035E+17,,
223,1.759.760.801.815.819,Haspiine,{Dathomir},0.826,500,1,,,,,391,0.652,,,,,,,,,,,,,,,FALSE,2026-01-01 19:55:35.938045+00,,2026-01-07 21:20:53.503286+00,cuemu,,1.5035E+17,,
224,1.2.276.277.388.443.471.474,Pioska,{Dathomir},0.173,128,0.128,60,0.06,362,0.362,101,0.144,,,,,,,,,,,,,,,FALSE,2026-01-01 20:01:59.448089+00,,2026-01-09 23:30:57.778954+00,cuemu,,1.5035E+17,,
225,1.2.276.484.485.487.491,Paipu,{Endor},0.438,752,0.752,31,0.039,,,,,470,0.588,91,0.114,487,0.696,,,,,,,,,FALSE,2026-01-01 19:50:24.79777+00,,2026-01-07 22:15:51.476225+00,cuemu,,1.5035E+17,,
226,1.526.571.597.598.616.626,Eraate,{Mustafar},0.912,628,0.628,952,0.952,,,,,578,0.963,911,0.911,959,0.959,764,0.955,951,0.951,490,0.98,,,FALSE,2026-01-01 20:07:21.543584+00,,2026-01-07 23:42:59.276101+00,cuemu,,1.5035E+17,,
227,1.2.276.484.485.500.508,Lodoa,{Talus},0.554,372,0.372,151,0.252,,,,,851,0.851,157,0.523,309,0.772,,,,,,,,,FALSE,2026-01-01 20:09:28.806637+00,,2026-01-09 23:52:55.27539+00,cuemu,,1.5035E+17,,
228,1.526.571.701.717.726,Peveuide,{Mustafar},0.862,537,0.537,893,0.893,,,,,380,0.95,902,0.902,898,0.898,881,0.881,975,0.975,,,,,FALSE,2026-01-01 20:05:39.425887+00,,2026-01-07 23:43:03.67074+00,cuemu,,1.5035E+17,,
229,1.2.276.277.388.443.445.453,Eda,{Talus},0.334,122,0.122,647,0.647,493,0.493,75,0.075,,,,,,,,,,,,,,,FALSE,2026-01-01 20:11:14.284759+00,,2026-01-07 22:43:28.457298+00,cuemu,,1.5035E+17,,
230,1.526.557.566,Kreaheo,{Talus},0.47,731,0.731,209,0.209,,,,,,,,,,,,,,,,,,,FALSE,2026-01-01 20:08:51.174598+00,,2026-01-03 16:40:48.293209+00,cuemu,,1.5035E+17,,
231,1.2.276.277.388.389.391.399,Baro,{Talus},0.556,407,0.407,960,0.96,508,0.508,350,0.35,,,,,,,,,,,,,,,FALSE,2026-01-01 20:13:40.90903+00,,2026-01-03 16:42:17.97295+00,cuemu,,1.5035E+17,,
232,1.2.276.277.278.334.348.356,Segae,{Talus},0.477,686,0.686,214,0.214,741,0.741,186,0.266,,,,,,,,,,,,,,,FALSE,2026-01-01 20:16:31.747769+00,,2026-01-11 17:16:48.846408+00,cuemu,,1.5035E+17,,
233,1.2.276.277.388.389.430.438,Temo,{Talus},0.558,588,0.588,562,0.562,641,0.641,441,0.441,,,,,,,,,,,,,,,FALSE,2026-01-01 20:12:02.074146+00,,2026-01-16 04:14:28.456105+00,cuemu,,1.5035E+17,,
234,1.2.276.277.388.389.417.418,Icaofo,{Corellia},0.51,595,0.595,548,0.548,630,0.63,269,0.269,,,,,,,,,,,,,,,FALSE,2026-01-01 20:47:06.335613+00,,2026-01-19 01:45:17.869073+00,cuemu,,1.85879E+17,,
235,1.2.276.277.388.389.417.425,Hethme,{Talus},0.303,381,0.381,400,0.4,122,0.122,308,0.308,,,,,,,,,,,,,,,FALSE,2026-01-01 20:12:25.516804+00,,2026-01-05 02:10:47.489739+00,cuemu,,1.5035E+17,,
236,1.2.276.277.388.443.471.479,Adegeo,{Talus},0.341,323,0.323,677,0.677,87,0.087,193,0.276,,,,,,,,,,,,,,,FALSE,2026-01-01 20:11:39.400612+00,,2026-01-07 22:43:54.120194+00,cuemu,,1.5035E+17,,
237,1.2.276.277.388.389.404.412,Waemi,{Talus},0.379,373,0.373,573,0.573,74,0.074,497,0.497,,,,,,,,,,,,,,,FALSE,2026-01-01 20:13:15.793975+00,,2026-01-07 22:44:18.252325+00,cuemu,,1.5035E+17,,
238,1.2.276.277.278.280.294.302,Esode,{Talus},0.416,38,0.038,486,0.486,761,0.761,266,0.38,,,,,,,,,,,,,,,FALSE,2026-01-01 20:15:20.927159+00,,2026-01-16 04:14:36.198245+00,cuemu,,1.5035E+17,,
239,1.526.557.559,Ponoo,{Corellia},0.443,744,0.744,142,0.142,,,,,,,,,,,,,,,,,,,FALSE,2026-01-01 20:46:24.103329+00,,2026-01-05 14:42:29.19286+00,cuemu,,1.5035E+17,,
240,1.2.276.484.485.500.513.521,Soske,{Talus},0.667,428,0.428,348,0.696,,,,,860,0.86,243,0.81,216,0.54,,,,,,,,,FALSE,2026-01-01 20:10:23.020296+00,,2026-01-16 04:22:59.371117+00,cuemu,,1.5035E+17,,
241,1.2.276.277.278.280.281.289,Fure,{Talus},0.289,102,0.102,590,0.59,46,0.066,398,0.398,,,,,,,,,,,,,,,FALSE,2026-01-01 20:15:42.677132+00,,2026-01-07 22:45:02.921023+00,cuemu,,1.5035E+17,,
242,1.2.276.277.278.334.335.343,Bopiro,{Talus},0.409,472,0.472,221,0.221,292,0.417,525,0.525,,,,,,,,,,,,,,,FALSE,2026-01-01 20:16:04.676783+00,,2026-01-03 16:44:13.135601+00,cuemu,,1.5035E+17,,
243,1.526.527.543.551,Idaswo,{Talus},0.562,992,0.992,240,0.24,,,,,747,0.747,320,0.32,509,0.509,,,,,,,,,FALSE,2026-01-01 20:07:54.525094+00,,2026-01-04 21:07:57.974632+00,cuemu,,1.1874E+17,,
244,1.2.276.277.278.361.362.370,Rgagi,{Talus},0.476,555,0.555,255,0.255,360,0.514,579,0.579,,,,,,,,,,,,,,,FALSE,2026-01-01 20:12:50.522616+00,,2026-01-16 04:14:45.060361+00,cuemu,,1.5035E+17,,
245,1.2.276.277.278.307.321.329,Faliva,{Talus},0.273,223,0.223,81,0.081,349,0.349,307,0.439,,,,,,,,,,,,,,,FALSE,2026-01-01 20:14:36.388076+00,,2026-01-16 04:14:38.957157+00,cuemu,,1.5035E+17,,
246,1.526.571.572.575.582,Joema,"{Dantooine,Talus,Corellia}",0.718,330,0.33,745,0.931,,,892,0.892,,,,,,,,,,,,,,,FALSE,2026-01-01 01:29:27.28798+00,,2026-01-07 22:55:52.087629+00,cuemu,,1.85879E+17,,
247,1.2.276.277.278.361.375.383,Heichenne,{Talus},0.383,248,0.248,456,0.456,710,0.71,82,0.117,,,,,,,,,,,,,,,FALSE,2026-01-01 20:14:12.340495+00,,2026-01-04 02:18:11.24029+00,cuemu,,1.5035E+17,,
248,1.2.276.277.388.443.458.461,Chepi,{Dathomir},0.504,473,0.473,421,0.421,583,0.583,540,0.54,,,,,,,,,,,,,,,FALSE,2026-01-01 20:01:10.111638+00,,2026-01-13 23:08:56.207451+00,cuemu,,1.5035E+17,,
249,1.2.276.277.278.307.308.316,Nitea,{Talus},0.338,66,0.066,557,0.557,219,0.313,417,0.417,,,,,,,,,,,,,,,FALSE,2026-01-01 20:14:58.756676+00,,2026-01-07 22:44:42.432279+00,cuemu,,1.5035E+17,,
250,1.526.571.597.598.616.618,Ana,"{Talus,Corellia}",0.586,489,0.489,384,0.928,,,,,32,0.327,423,0.849,463,0.93,13,0.099,500,0.861,17,0.207,,,FALSE,2026-01-01 20:06:50.190646+00,,2026-01-05 02:03:45.571256+00,cuemu,,1.5035E+17,,
251,1.2.276.484.485.487.495,Wyorile,{Talus},0.572,326,0.326,209,0.261,,,,,651,0.814,740,0.925,375,0.536,,,,,,,,,FALSE,2026-01-01 20:10:51.696112+00,,2026-01-05 02:08:51.397693+00,cuemu,,1.5035E+17,,
252,1.759.760.801.815.824,Iatti,{Talus},0.796,500,1,,,,,356,0.593,,,,,,,,,,,,,,,FALSE,2026-01-01 20:08:11.707367+00,,2026-01-07 22:35:26.783741+00,cuemu,,1.5035E+17,,
253,1.759.760.801.815.817,Slaho,{Corellia},0.913,500,1,,,,,496,0.827,,,,,,,,,,,,,,,FALSE,2026-01-01 20:45:51.485017+00,,2026-01-07 01:49:06.928632+00,cuemu,,1.5035E+17,,
254,1.2.276.277.388.389.391.392,Nefope,{Corellia},0.591,413,0.413,734,0.734,998,0.998,220,0.22,,,,,,,,,,,,,,,FALSE,2026-01-01 20:47:53.942502+00,,2026-01-05 14:47:36.5262+00,cuemu,,1.5035E+17,,
255,1.526.571.653.680.692.699,Tajoikeate,{Corellia},0.464,17,0.017,574,0.574,,,,,916,0.916,563,0.563,365,0.365,296,0.296,516,0.516,,,,,FALSE,2026-01-01 20:04:58.2373+00,,2026-01-19 01:55:31.246403+00,cuemu,,1.85879E+17,,
256,1.759.760.801.802.804,Raifau,{Corellia},0.754,500,1,,,,,203,0.507,,,,,,,,,,,,,,,FALSE,2026-01-01 20:46:09.017806+00,,2026-01-07 01:45:16.603794+00,cuemu,,1.5035E+17,,
257,1.2.276.484.485.500.513.516,Lavo,{Dathomir},0.559,802,0.802,131,0.262,,,,,885,0.885,37,0.123,290,0.725,,,,,,,,,FALSE,2026-01-01 20:02:58.741066+00,,2026-01-02 21:54:34.049944+00,cuemu,,1.5035E+17,,
258,1.759.760.801.802.811,Widoigme,{Talus},0.771,500,1,,,,,217,0.542,,,,,,,,,,,,,,,FALSE,2026-01-01 20:08:32.384033+00,,2026-01-03 16:40:29.989217+00,cuemu,,1.5035E+17,,
259,1.2.276.277.388.443.458.466,Hifo,{Talus},0.349,373,0.373,423,0.423,193,0.193,408,0.408,,,,,,,,,,,,,,,FALSE,2026-01-01 20:09:54.597318+00,,2026-01-16 04:14:11.981076+00,cuemu,,1.5035E+17,,
260,1.526.571.597.598.616.618,Reepaate,{Corellia},0.605,565,0.565,315,0.761,,,,,8,0.082,463,0.93,461,0.926,26,0.198,503,0.866,42,0.512,,,FALSE,2026-01-01 20:45:31.475786+00,,2026-01-07 21:00:24.544775+00,cuemu,,1.5035E+17,,
261,1.759.760.801.815.822,Naica,{Naboo},0.7,500,1,,,,,240,0.4,,,,,,,,,,,,,,,FALSE,2026-01-02 20:43:00.227308+00,,2026-01-11 17:36:49.382778+00,cuemu,,1.5035E+17,,
262,1.526.571.597.598.616.618,Gofifaite,"{Rori,Dathomir}",0.619,71,0.071,354,0.855,,,,,49,0.5,412,0.827,481,0.966,36,0.275,552,0.95,42,0.512,,,FALSE,2026-01-02 20:34:45.04817+00,,2026-01-09 23:21:18.976287+00,cuemu,,1.5035E+17,,
263,1.2.276.484.485.487.488,Mnotawwi,{Corellia},0.591,330,0.33,736,0.92,,,,,647,0.809,145,0.181,502,0.717,,,,,,,,,FALSE,2026-01-01 20:53:34.720022+00,,2026-01-16 03:27:57.798243+00,cuemu,,1.5035E+17,,
264,1.2.276.277.278.334.348.349,Cespo,{Corellia},0.311,204,0.204,287,0.287,569,0.569,128,0.183,,,,,,,,,,,,,,,FALSE,2026-01-01 20:50:18.202434+00,,2026-01-09 23:05:56.903782+00,cuemu,,1.5035E+17,,
265,1.2.276.277.278.307.308.309,Klaonae,{Corellia},0.394,476,0.476,383,0.383,129,0.184,532,0.532,,,,,,,,,,,,,,,FALSE,2026-01-01 20:49:52.537046+00,,2026-01-11 16:42:48.052945+00,cuemu,,1.5035E+17,,
266,1.2.276.277.278.307.321.322,Bride,{Corellia},0.438,163,0.163,494,0.494,509,0.509,411,0.587,,,,,,,,,,,,,,,FALSE,2026-01-01 20:49:25.231479+00,,2026-01-20 18:40:19.147322+00,cuemu,,1.85879E+17,,
267,1.2.276.277.278.280.294.295,Roohi,{Corellia},0.488,242,0.242,303,0.303,720,0.72,480,0.686,,,,,,,,,,,,,,,FALSE,2026-01-01 20:51:03.233116+00,,2026-01-09 23:05:34.599276+00,cuemu,,1.5035E+17,,
268,1.2.276.277.388.443.445.446,Putche,{Corellia},0.534,328,0.328,699,0.699,598,0.598,513,0.513,,,,,,,,,,,,,,,FALSE,2026-01-01 20:48:41.037719+00,,2026-01-19 01:46:40.573951+00,cuemu,,1.85879E+17,,
269,1.2.276.277.278.361.375.376,Tride,{Corellia},0.349,355,0.355,367,0.367,473,0.473,141,0.201,,,,,,,,,,,,,,,FALSE,2026-01-01 20:51:29.930269+00,,2026-01-11 16:42:19.304095+00,cuemu,,1.5035E+17,,
270,1.2.276.277.388.389.430.431,Dateimoo,{Corellia},0.35,156,0.156,497,0.497,631,0.631,118,0.118,,,,,,,,,,,,,,,FALSE,2026-01-01 20:47:31.613845+00,,2026-01-05 02:24:13.759321+00,cuemu,,1.5035E+17,,
271,1.526.571.597.598.600,Saorenyian,"{Rori,Corellia,Yavin}",0.557,117,0.117,465,0.465,,,,,309,0.515,639,0.639,756,0.756,457,0.571,457,0.457,610,0.938,,,FALSE,2026-01-02 19:14:21.367599+00,,2026-01-16 10:28:43.682041+00,cuemu,,1.5035E+17,,
272,1.526.571.597.598.616.619,Gela,{Tatooine},0.762,700,0.7,422,0.842,,,,,58,0.335,506,0.883,524,0.914,193,0.835,590,0.916,97,0.674,,,FALSE,2026-01-02 20:48:02.94129+00,,2026-01-05 14:26:35.10117+00,cuemu,,1.5035E+17,,
273,1.526.527.540.542,Eogo,"{Rori,Corellia,Dantooine,Dathomir,Talus,Lok,Naboo,Endor}",0.555,403,0.403,552,0.552,,,,,412,0.412,817,0.817,592,0.592,,,,,,,,,FALSE,2026-01-02 20:34:07.679196+00,,2026-01-11 16:34:14.500689+00,cuemu,,1.5035E+17,,
274,1.2.276.277.388.443.458.459,Movigo,{Corellia},0.533,951,0.951,266,0.266,368,0.368,548,0.548,,,,,,,,,,,,,,,FALSE,2026-01-02 21:02:22.51494+00,,2026-01-16 03:30:45.345889+00,cuemu,,1.5035E+17,,
275,1.2.276.277.388.389.404.405,Gidwivve,{Corellia},0.458,504,0.504,473,0.473,171,0.171,684,0.684,,,,,,,,,,,,,,,FALSE,2026-01-01 20:48:17.242184+00,,2026-01-19 01:44:16.290164+00,cuemu,,1.85879E+17,,
276,1.526.571.597.598.601.608,Sidiawe,"{Corellia,Naboo,Dantooine,Talus,Yavin,Endor,Lok,Tatooine}",0.845,605,0.605,774,0.95,,,,,191,0.758,689,0.886,756,0.928,427,0.847,797,0.935,349,0.851,,,FALSE,2026-01-02 20:41:40.039644+00,,2026-01-08 21:45:31.733514+00,cuemu,,1.93478E+17,,
277,1.526.527.543.544,Terja,{Corellia},0.229,115,0.115,579,0.579,,,,,157,0.157,112,0.112,184,0.184,,,,,,,,,FALSE,2026-01-01 20:46:42.008796+00,,2026-01-07 01:37:22.234771+00,cuemu,,1.5035E+17,,
278,1.526.527.540.541,Sokave,"{Naboo,Rori,Dantooine,Dathomir,Lok,Tatooine,Corellia,Endor}",0.503,585,0.585,421,0.421,,,,,,,,,,,,,,,,,,,FALSE,2026-01-02 19:10:40.823244+00,,2026-01-09 23:23:04.136253+00,cuemu,,1.5035E+17,,
279,1.2.276.277.278.280.281.283,Schafoki,{Dantooine},0.472,29,0.029,874,0.874,357,0.51,476,0.476,,,,,,,,,,,,,,,FALSE,2026-01-02 21:42:18.173857+00,,2026-01-13 23:26:08.913044+00,cuemu,,1.5035E+17,,
280,1.526.527.543.549,Cima,{Naboo},0.268,353,0.353,193,0.193,,,,,108,0.108,139,0.139,547,0.547,,,,,,,,,FALSE,2026-01-02 20:42:21.23946+00,,2026-01-13 22:42:41.245472+00,cuemu,,6.17819E+17,,
281,1.2.276.277.278.280.281.282,Vosae,{Corellia},0.482,657,0.657,98,0.098,323,0.461,713,0.713,,,,,,,,,,,,,,,FALSE,2026-01-01 20:50:37.654528+00,,2026-01-16 03:26:51.570033+00,cuemu,,1.5035E+17,,
282,1.2.276.277.278.361.362.363,Vispo,{Corellia},0.43,186,0.186,466,0.466,490,0.7,370,0.37,,,,,,,,,,,,,,,FALSE,2026-01-01 20:52:20.597487+00,,2026-01-09 14:22:59.562152+00,cuemu,,1.85879E+17,,
283,1.526.571.597.598.601.607,Hihea,"{Rori,Lok,Naboo,Dantooine,Dathomir,Yavin,Endor,Tatooine}",0.86,619,0.619,716,0.936,,,,,197,0.929,656,0.914,714,0.933,367,0.866,750,0.924,262,0.759,,,FALSE,2026-01-02 19:12:00.543625+00,,2026-01-16 04:02:13.90446+00,cuemu,,1.5035E+17,,
284,1.2.276.277.388.443.471.472,Race,{Corellia},0.157,438,0.438,94,0.094,50,0.05,32,0.046,,,,,,,,,,,,,,,FALSE,2026-01-01 20:49:02.025864+00,,2026-01-07 01:48:06.882968+00,cuemu,,1.5035E+17,,
285,1.526.571.653.654.669.675,Epoate,"{Rori,Naboo}",0.911,818,0.818,742,0.939,,,,,401,0.955,728,0.888,811,0.954,637,0.838,894,0.982,,,,,FALSE,2026-01-02 19:28:42.131515+00,,2026-01-15 04:30:10.138078+00,cuemu,NE of Narmle - /waypoint Rori -4715 -619,2.75763E+17,,
286,1.759.760.801.815.823,Egaine,{Rori},0.825,500,1,,,,,390,0.65,,,,,,,,,,,,,,,FALSE,2026-01-02 20:36:44.343779+00,,2026-01-05 03:43:54.686457+00,cuemu,,1.5035E+17,,
287,1.2.276.484.485.500.513.514,Lcobe,{Corellia},0.422,289,0.289,180,0.36,,,,,833,0.833,164,0.547,32,0.08,,,,,,,,,FALSE,2026-01-01 20:53:10.351489+00,,2026-01-11 16:38:31.22918+00,cuemu,,1.5035E+17,,
288,1.2.276.484.485.500.501,Peisoca,{Corellia},0.495,290,0.29,538,0.897,,,,,754,0.754,40,0.133,161,0.403,,,,,,,,,FALSE,2026-01-01 20:52:44.666404+00,,2026-01-19 01:46:23.643687+00,cuemu,,1.85879E+17,,
289,1.2.276.277.278.334.335.336,Vicreuve,{Corellia},0.324,364,0.364,192,0.192,142,0.203,538,0.538,,,,,,,,,,,,,,,FALSE,2026-01-01 20:51:55.718642+00,,2026-01-19 01:47:10.310972+00,cuemu,,1.85879E+17,,
290,1.2.276.484.485.500.513.516,Glivoce,{Dathomir},0.548,625,0.625,286,0.572,,,,,877,0.877,30,0.1,226,0.565,,,,,,,,,FALSE,2026-01-02 21:54:24.015357+00,,2026-01-09 23:30:04.541534+00,cuemu,,1.5035E+17,,
291,1.526.527.543.550,Bati,{Rori},0.481,766,0.766,158,0.158,,,,,238,0.238,594,0.594,649,0.649,,,,,,,,,FALSE,2026-01-03 17:36:19.062748+00,,2026-01-10 07:53:34.312726+00,cuemu,,1.5035E+17,,
292,1.2.276.484.485.487.491,Eka,{Endor},0.541,494,0.494,217,0.271,,,,,590,0.738,577,0.721,338,0.483,,,,,,,,,TRUE,2026-01-02 22:02:50.071796+00,,2026-01-02 22:02:53.036213+00,cuemu,,1.5035E+17,,
293,1.2.276.484.485.500.513.517,Vevi,{Endor},0.356,132,0.132,86,0.172,,,,,856,0.856,108,0.36,103,0.258,,,,,,,,,TRUE,2026-01-02 22:03:20.391557+00,,2026-01-02 22:03:22.847133+00,cuemu,,1.5035E+17,,
294,1.526.571.597.627.640.643,Viswiic,"{Talus,Yavin,Endor,Lok,Tatooine,Dantooine,Rori,Naboo}",0.691,152,0.152,83,0.461,,,,,555,0.884,394,0.921,345,0.806,116,0.566,272,0.863,549,0.874,,,FALSE,2026-01-03 16:45:47.138118+00,,2026-01-16 04:00:52.570355+00,cuemu,,1.5035E+17,,
295,1.2.3.180.222.250.255,Reni,{Lok},0.324,791,0.791,66,0.066,,,,,92,0.092,115,0.115,558,0.558,,,,,,,,,TRUE,2026-01-03 05:43:11.45614+00,,2026-01-03 05:45:02.809924+00,cuemu,,1.5035E+17,,
296,1.2.3.180.222.263.270,Dhame,{Rori},0.249,351,0.351,85,0.085,,,,,86,0.086,156,0.156,568,0.568,,,,,,,,,TRUE,2026-01-03 05:42:24.702444+00,,2026-01-03 05:45:04.488695+00,cuemu,,1.5035E+17,,
297,1.2.3.180.222.250.257,Bieto,{Rori},0.588,670,0.67,676,0.676,,,,,857,0.857,121,0.121,616,0.616,,,,,,,,,TRUE,2026-01-03 05:41:44.691197+00,,2026-01-03 05:45:06.493245+00,cuemu,,1.5035E+17,,
298,1.2.3.180.222.263.265,Woene,{Dantooine},0.5,730,0.73,469,0.469,,,,,290,0.29,513,0.513,497,0.497,,,,,,,,,FALSE,2026-01-03 05:39:19.019767+00,,2026-01-08 10:02:06.703405+00,cuemu,,1.5035E+17,,
299,1.2.3.180.222.250.256,Sagi,{Naboo},0.392,612,0.612,225,0.225,,,,,92,0.092,667,0.667,364,0.364,,,,,,,,,FALSE,2026-01-03 05:38:24.731848+00,,2026-01-08 10:07:01.078688+00,cuemu,,1.5035E+17,,
300,1.2.3.180.222.250.252,Aona,{Dantooine},0.453,300,0.3,633,0.633,,,,,350,0.35,590,0.59,394,0.394,,,,,,,,,FALSE,2026-01-03 05:40:12.968785+00,,2026-01-08 10:02:55.228079+00,cuemu,,1.5035E+17,,
301,1.526.571.597.598.601.603,Kevei,"{Talus,Corellia,Yavin,Endor,Dantooine,Lok,Rori,Naboo}",0.702,789,0.789,526,0.931,,,,,2,0.038,415,0.868,544,0.963,10,0.095,630,0.966,82,0.965,,,FALSE,2026-01-03 08:17:05.457991+00,,2026-01-09 22:49:11.505628+00,cuemu,,1.5035E+17,,
302,1.526.571.597.598.616.623,Lube,"{Dathomir,Yavin,Dantooine}",0.845,604,0.604,726,0.853,,,,,404,0.854,789,0.904,762,0.873,609,0.967,837,0.936,303,0.769,,,FALSE,2026-01-03 16:59:22.986961+00,,2026-01-16 04:01:34.217122+00,cuemu,,1.5035E+17,,
303,1.526.557.566,Loshasa,{Talus},0.424,647,0.647,201,0.201,,,,,,,,,,,,,,,,,,,FALSE,2026-01-03 16:41:30.368943+00,,2026-01-16 04:13:55.690441+00,cuemu,,1.5035E+17,,
304,1.526.527.529.531.539,Ctodo,{Mustafar},0.445,118,0.118,342,0.57,,,646,0.646,,,,,,,,,,,,,,,FALSE,2026-01-02 22:02:25.837397+00,,2026-01-07 23:43:01.415279+00,cuemu,Actually on Endor,1.5035E+17,,
305,1.526.571.597.627.630.636,Hofamaian,"{Naboo,Rori,Lok,Corellia,Yavin,Dantooine,Talus,Endor}",0.765,124,0.124,503,0.711,,,,,756,0.824,728,0.877,720,0.867,620,0.877,673,0.922,684,0.922,,,FALSE,2025-12-29 12:20:38.666575+00,,2026-01-06 19:06:52.642987+00,cuemu,"/waypoint Naboo 924 4060 Hofa 85% 
great for swoops and harvesters!",1.5035E+17,,
